korean,english
그러나 힘든시간일테지만 그는 찾을수있어.,Although it will be hard time but he can find.
처음에는 처음 보는 사람 들과 있다는 것이 어색했어요.,"At first, it was awkward to be with people I met first time."
"갈매기살, 항정살 등을 판매해요.","We serve skirt meat, pork neck, etc."
매콤하면서도 달콤한 불닭소스 꼭 구매해서 드셔보세요.,You much try the spicy and sweet fire chicken sauce.
이 날짜에 준비할 사항이 있습니까?,Is there anything to be ready for this date?
그가 제 시간에 도착할 수 있을 줄은 생각 못 했어요.,I did not think that he could have arrived in time.
이 그림은 경주의 불국사를 펜으로 그린 그림이예요.,This is a pen drawing of Bulguksa Temple in Gyeongju.
나는 중학교에서 도덕을 가르치고 있어요.,I am teaching Ethics in junior high school.
당신이 한국에 있을 때 만나서 선물을 전달하고 싶어.,I want to give you a present when you are in Korea.
여기는 비 온지 한 달이 넘은 것 같아.,It's been over one month since it rained.
졸업하면 꼭 기업에 취직해야 할까? 요즘에는 창업에 관심이 생겼어.,Should I get a job after graduating? I'm interested in starting a business these days.
오늘 나는 졸업을 앞둔 나의 기분에 대해 말하려고 해요.,Today I will talk about my feelings having graduation ahead.
과오에 대하여 시말서를 제출케 한 후 훈계해요.,Scold and then submit the Kerala simalseo about the mistake.
그리고 정확한 한국 도착을 알려 주시기 바래요.,And tell me the exact time you arrive in Korea.
한국에서는 시간에 따라 지하철이 요금이 다르다고 하던데 사실인가요?,Is it true that the subway price is different in Korea according to the time?
나는 많은 잔소리를 들어야 했어요.,I had to listen to a lot of nagging.
너무오래기다리게해서 미안한마음도안그래도 컸으니까요.,I feel really sory to made you wait too long.
형편이 안 좋은 이웃에게 기부했어요.,I donated it to neighbors who were in bad situations.
왼쪽 팔을 잘 못 움직이겠어요. 팔을 굽힐 수가 없어요.,I can't use my left arm. I can't bend it.
실례하지만 음식이 너무 늦게 나오는 것 같아요.,"I'm sorry, but the food is served too late."
저는 다양한 곳에서 쇼핑을 해요.,I do the shopping in many different places.
우선 답변이 늦어진 점 사과 드려요.,"First of all, we would like to apologize for the late reply."
"아뇨, 한 사람이 실종된 것 같은데요.","No, there seems to be one person missing."
정말? 전혀 몰랐어. 너 아니었으면 큰일 날 뻔했다.,Really? I never knew that. You saved my life.
아니면 눌러도 작동이 안되는건가요?,"Or even though a button was pressed, doesn't it work?"
구상하고 있는 사업은 이미 레드 오션이 아닌가요? ,Isn't the business you are planning already a red ocean? 
나는 너의 친동생이 아니다 여자 친구야?,I am not your biological sister so am I your girlfriend?
가구는 공급해 주시면 감사하겠어요.,It would be apprecaited if you could supply the furniture.
첨부된 파일 확인하시고 가능한지 알려주시기 바래요.,Kindly find enclosed file and let me know the possibility.
그러면 언제 다시 입고되는지 알 수 있을까요?,"Then, can I know when you will have them in stock?"
그렇기 때문에 할인을 해줄 수 있는 룸이 크지 않아.,"As a result, there is not much room to provide discounts."
토요일 날 몇 시까지 동아리방으로 가면 되나요?,What time on Saturday should we meet in the club room?
페이스북 페이지 좋아요를 통해 포인트를 받았어요.,Youve earned points by liking our Facebook page.
네. 합격이 되셨습니다. 합격을 축하 드립니다.,"Yes, you made it. Congratulations."
베니스는 흔히 “물의 도시”라고 해요.,"Venice is called the ""city of water""."
사실 무한도전 6편 연속으로 보고 잠들었어. 거짓말해서 미안해.,"To be honest, I watched six episodes of  “Infinite challenges” and fell asleep. I'm sorry that I lied."
하루종일 집에만 있으면 지루하지 않나요?,Isn't it boring to stay at home all day?
대학교 때문에 동생이랑 나랑 같이 살고 있어.,I live with my brother because of college.
저는 팀워크가 뛰어난 인재이예요.,I'm a talented person who has fine teamwork.
"셋째, 나는 마라톤 완주를 하고 싶어.","Third, I want to finish a marathon ."
당신은 방학이라서 쉬고 있습니까?,Are you taking a rest because it is a vacation now?
"서둘러요, 그렇지 않으면 버스 놓칠거에요.","Hurry up, or you'll be late for the bus."
아직 그 회사 쪽에서 최종 명단을 안 보내줬어.,That company didn't send me the final list yet.
충전하고 나니까 만지기 어려울 정도로 뜨거워졌어요.,"After charging, it became so hot that I can't even touch it."
그럼 저희를 대기자 명단에 올려 주시겠습니까?,Then will you put us on the waiting list?
죄송하지만 예약하신 것을 못 찾겠는데요.,I'm sorry I cannot find your booking.
"잘 웃고, 흥이 많고, 긍정적이예요.","I smile a lot, have lots of joyfulness and very positive."
당신에게 나의 짧은 메세지가 힘이 되었으면 좋겠어요.,I hope my short message gives you more power.
사람 들은 저의 피아노 소리를 듣고 힘이난다고 해요.,People say that they got a healing by my piano play.
"네, 그래요, 하지만 충분하지는 않아요.","Yes, there are, but there are not enough."
공원 입구에서 세그웨이를 빌릴 수 있는 곳이 딱 한 곳 있습니다.,There's one place at the entrance of the park where you can rent a Segway. 
미스터 박의 결혼 날짜가 언제지요?,What's the date of Mr.Park's wedding?
고객이 아래와같이 변경된 부킹 바우쳐가 필요하다고해요.,The client needs a modified booking voucher same like below.
가격이 낮아질수록 수요는 어떻게 되는가?,"As the price goes lower, how about the demand?"
당신 편지를 5월 3일에 받았어요.,I have received your letter of dated May third.
잘 어울려. 이왕 이렇게 입은 거 머리 스타일도 바꿔보자.,You look great. Let's change your hairstyle.
서울대학교 콘서트인데 우리가 갈수있어?,Are we allowed to get into the Seoul University concert?
아마 회사랑 학교가 서로 합의가 잘 이루어지지 않은 것 같아. ,I guess the company and the school didn't come to an agreement.
어떤 브랜드의 밥솥을 보고 싶은가요?,Which brand of rice pot do you want to see?
다음에 먹었을때 사진을 찍어서 보여드릴께요!,I'll show a picture when I have it again !
나의 항공편이 확정 되었는지 모르겠어요.,I'm not sure if my flight is confirmed.
"당신은 인간성을 강조했는데, 정말 인간성만이 답이라고 생각하나요?","You've stressed the importance of humanity, but do you really think it is the only answer?        "
이번에 개최할 무역 전시회에 참가할 회사들의 명단은 정리 다 했습니까?,Did you prepare the list of companies to participate in this trade exhibition?
도착 비행편 및 시간은 아래와 같아요.,Incoming flights and schedule is as follows.
당신은 요즘 내에게 연락이 없습니까?,Why aren't you calling me nowadays?
카우치 서핑을 하면서 호스트로서 불편했던 점은 있나요?,What was inconvenient as a host when you were couch surfing?
"저녁 세안 후, 물기가 있는 상태에서 사용해요.",Use after nightly cleansing routine while face is still wet.
나는 너의 정보를 모르면 만들 수 없어.,I can't make it if I don't know your information.
그럼 근처에 다른 식당을 예약합시다. 회의 장소 근처가 좋을 것 같아요.,"Then, let's book another restaurant nearby. Any place around the meeting venue would be good."
머리를 잘라주시되 층을 내지 않고 잘라주세요. ,"Cut my hair straight, please."
그러면 안에서 해결해야겠네요. 진짜 미치겠네.,Then I'll have to take care of it inside. It's driving me crazy.
이곳은 겨울에서 봄으로 계절이 바뀌고 있어요.,The season is changing from winter to spring here.
내 딸은 토요일마다 발레 수업이 있어요.,My daughter has the ballet lesson every Saturday.
취소하고 가장 빠른 비행기로 바꾸고 싶어.,I want to cancel and change it into the earliest flight.
무슨 일 있으면 왜 전화를 안 해?,Why aren't you calling me when you have problems?
공부하느라 바쁜 여자친구라도 괜찮겠어?,Will you be okay to have a girlfriend busy studying?
화요일 목요일 영어 공부를 해요.,I study English on Tuesday and Thursday.
우리가 하루에 함께 있는 시간이 몇분 입니까?,How much time do we spend together a day?
미안하지만 메일의 의미를 잘 이해못했어요.,I'm sorry but I don't understand the meaning of email.
